,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth,Money,Other
2019-03-01,0.2180002862136996,0.0,0.0,0.0,0.10338549918735757,0.32861421459894297,0.0,0.3499999999999999,0.0,0.0,0.0,0.0
2019-04-01,0.21800028621370018,0.0,0.0,0.0,0.10338549918735626,0.32861421459894363,0.0,0.3499999999999998,0.0,0.0,0.0,0.0
2019-05-01,0.21800028621369977,0.0,0.0,0.0,0.10338549918735718,0.3286142145989435,0.0,0.3499999999999996,0.0,0.0,0.0,0.0
2019-06-01,0.0,0.0,0.0,0.0,0.27537056581328634,0.000725355152016955,0.0,0.35000000000000026,0.35000000000000026,0.023904079034696286,0.0,0.0
2019-07-01,0.0,0.0,0.0,0.0,0.2753705658132858,0.0007253551520161271,0.0,0.3499999999999998,0.3499999999999998,0.02390407903469844,0.0,0.0
2019-08-01,0.066477575421286,0.0,0.0,0.0,0.17080193085576592,0.07951277029988428,0.17080193085576592,0.170801930855766,0.170801930855766,0.17080193085576598,0.0,0.0
2019-09-01,0.0,0.0,0.0,0.0,0.2753705658132869,0.0007253551520166587,0.0,0.3500000000000001,0.3500000000000001,0.02390407903469626,0.0,0.0
2019-10-01,0.0,0.0,0.0,0.0,0.27537056581328617,0.0007253551520172967,0.0,0.35000000000000014,0.35000000000000014,0.023904079034696258,0.0,0.0
2019-11-01,0.0,0.0,0.0,0.0,0.27537056581328617,0.0007253551520172967,0.0,0.35000000000000014,0.35000000000000014,0.023904079034696258,0.0,0.0
2019-12-01,0.0,0.0,0.0,0.0,0.2753705658132879,0.0007253551520156908,0.0,0.3499999999999999,0.3499999999999999,0.023904079034696588,0.0,0.0
2020-01-01,0.07740504864307889,0.0,0.0,0.0,0.1400701330159129,0.03453909375581643,0.0,0.35000000000000003,0.35000000000000003,0.04798572458519177,0.0,0.0
2020-02-01,0.08606144678101992,0.0,0.0,0.0,0.12493915079884536,0.03832056782007948,0.0,0.35,0.34999999999999987,0.050678834600055345,0.0,0.0
2020-03-01,0.0,0.0,0.13488948564346248,0.0,0.14418508572608965,0.14418508572609,0.14418508572608887,0.14418508572608965,0.14418508572608965,0.14418508572608965,0.0,0.0
2020-04-01,0.0,0.0,0.0,0.0,0.2255104381738934,0.22551043817389343,0.0,0.09795824730442645,0.22551043817389346,0.22551043817389335,0.0,0.0
2020-05-01,0.0,0.0,0.0,0.0,0.2255104381738931,0.22551043817389307,0.0,0.09795824730442736,0.22551043817389294,0.22551043817389355,0.0,0.0
2020-06-01,0.0,0.0,0.0,0.0,0.2255104381738931,0.22551043817389307,0.0,0.09795824730442736,0.22551043817389294,0.22551043817389355,0.0,0.0
2020-07-01,0.0,0.0,0.0,0.0,0.2255104381738929,0.22551043817389294,0.0,0.09795824730442788,0.22551043817389307,0.22551043817389313,0.0,0.0
2020-08-01,0.0,0.0,0.0,0.0,0.2255104381738929,0.22551043817389288,0.0,0.0979582473044276,0.2255104381738929,0.22551043817389355,0.0,0.0
2020-09-01,0.0,0.0,0.0,0.0,0.1666666666666671,0.16666666666666666,0.16666666666666657,0.16666666666666666,0.16666666666666655,0.16666666666666655,0.0,0.0
2020-10-01,0.0,0.0,0.0,0.0,0.1666666666666671,0.16666666666666666,0.16666666666666657,0.16666666666666666,0.16666666666666655,0.16666666666666655,0.0,0.0
2020-11-01,0.0,0.0,0.0,0.0,0.16666666666666677,0.16666666666666674,0.16666666666666657,0.16666666666666674,0.16666666666666657,0.16666666666666657,0.0,0.0
2020-12-01,0.0,0.0,0.0,0.0,0.1666666666666668,0.16666666666666674,0.1666666666666668,0.16666666666666627,0.1666666666666666,0.1666666666666668,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.16666666666666682,0.16666666666666674,0.16666666666666682,0.16666666666666607,0.16666666666666682,0.16666666666666682,0.0,0.0
2021-02-01,0.0,0.0,0.0,0.0,0.16666666666666652,0.16666666666666646,0.16666666666666652,0.16666666666666724,0.16666666666666682,0.16666666666666652,0.0,0.0
2021-03-01,0.0,0.0,0.0,0.0,0.16666666666666652,0.16666666666666646,0.16666666666666652,0.16666666666666724,0.16666666666666682,0.16666666666666652,0.0,0.0
2021-04-01,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666667,0.166666666666667,0.1666666666666666,0.1666666666666666,0.16666666666666669,0.0,0.0
2021-05-01,0.0,0.0,0.0,0.0,0.1666666666666666,0.1666666666666667,0.166666666666667,0.1666666666666666,0.1666666666666666,0.16666666666666669,0.0,0.0
2021-06-01,0.0,0.0,0.0,0.0,0.2255104381738931,0.2255104381738929,0.0,0.09795824730442756,0.2255104381738931,0.22551043817389332,0.0,0.0
2021-07-01,0.0,0.0,0.0,0.0,0.16666666666666785,0.166666666666666,0.1666666666666663,0.16666666666666413,0.16666666666666788,0.16666666666666788,0.0,0.0
2021-08-01,0.0,0.0,0.0,0.0,0.16666666666666718,0.16666666666666544,0.16666666666666644,0.16666666666666655,0.16666666666666713,0.16666666666666718,0.0,0.0
2021-09-01,0.0,0.0,0.0,0.0,0.16666666666666727,0.1666666666666653,0.16666666666666693,0.1666666666666655,0.16666666666666727,0.1666666666666677,0.0,0.0
2021-10-01,0.0,0.0,0.0,0.0,0.1666666666666668,0.16666666666666705,0.1666666666666657,0.16666666666666682,0.16666666666666682,0.16666666666666682,0.0,0.0
2021-11-01,0.0,0.0,0.0,0.0,0.22551043817389316,0.22551043817389319,0.0,0.09795824730442737,0.22551043817389307,0.22551043817389316,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.22551043817389316,0.22551043817389285,0.0,0.09795824730442741,0.22551043817389324,0.22551043817389316,0.0,0.0
2022-01-01,0.0,0.0,0.0,0.0,0.225510438173893,0.2255104381738931,0.0,0.09795824730442755,0.22551043817389338,0.225510438173893,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.16666666666666707,0.16666666666666624,0.16666666666666585,0.166666666666667,0.166666666666667,0.166666666666667,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.16666666666666663,0.166666666666667,0.16666666666666702,0.16666666666666646,0.16666666666666646,0.16666666666666646,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.16666666666666646,0.1666666666666664,0.1666666666666664,0.1666666666666676,0.16666666666666646,0.16666666666666646,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.16666666666666646,0.166666666666667,0.1666666666666665,0.16666666666666688,0.16666666666666652,0.16666666666666652,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.1666666666666663,0.16666666666666596,0.16666666666666613,0.16666666666666885,0.16666666666666635,0.16666666666666635,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.16666666666666655,0.16666666666666682,0.16666666666666677,0.16666666666666655,0.16666666666666669,0.16666666666666669,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.16666666666666702,0.16666666666666394,0.16666666666666716,0.16666666666666907,0.16666666666666702,0.16666666666666596,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666693,0.16666666666666635,0.1666666666666668,0.16666666666666666,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.2108731466227351,0.2108731466227351,0.0,0.15650741350905964,0.2108731466227351,0.2108731466227351,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.3499999999999998,0.0,0.0,0.1000000000000007,0.19999999999999957,0.3499999999999998,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.3499999999999998,0.0,0.0,0.1000000000000007,0.19999999999999957,0.3499999999999998,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.35000000540317566,0.0,0.0,0.09999999825352002,0.19999999094012863,0.35000000540317566,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.3010310714783333,0.0,0.0,0.11582834053225632,0.28210951651107724,0.30103107147833313,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.06156020850887615,0.08770760490017639,0.0,0.2128433687917391,0.3189444088996041,0.31894440889960435,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0301027601712913,0.03315735131141334,0.0,0.24274024857706172,0.3439996399402339,0.3499999999999998,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.29475308641975345,0.0,0.0,0.11574074074073971,0.2947530864197535,0.29475308641975345,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.29475308641975345,0.0,0.0,0.11574074074073905,0.2947530864197534,0.2947530864197541,0.0,0.0
