date,Equal Weight,Sample MVO,Shrinkage MVO,Historical Mean-CVaR,Wasserstein Robust CVaR
2015-01-01,-0.028191666666666663,0.005775005686024491,0.0034029114628158744,-0.0030793151595539777,-0.007887155583178072
2015-02-01,0.055413735204415594,0.01687602112805166,0.01791821747089106,0.03172440028967257,0.04435065286343373
2015-03-01,-0.012668345097946326,-0.005312857229673863,-0.007370645726675285,-0.01582062070460023,-0.012123483146082272
2015-04-01,0.006835624206975521,0.0008575569440830525,-0.0005800519248379086,0.011477224034147084,0.00782000049362673
2015-05-01,0.007783498246717596,0.02095492570392562,0.013564355577085721,0.007323629423397658,0.01629383602942636
2015-06-01,-0.018132612215928667,-0.007745540216278089,-0.024248284775482788,-0.02207611971275336,-0.02201854674043776
2015-07-01,0.006759696583916826,0.03269740805623869,0.036636612733161836,0.030219202808460063,0.035157180259651456
2015-08-01,-0.05812335391627763,-0.07306465338483431,-0.05460307068856973,-0.06363042829978989,-0.059665969745687414
2015-09-01,-0.031164867170381118,-0.038937558954885765,-0.01492237906210951,-0.011983225249608646,-0.011274214437384564
2015-10-01,0.0776006652417119,0.04663586365181985,0.05218373113293129,0.053502118165416154,0.05743266579655533
2015-11-01,0.0021069112669775403,-0.00043212177922788983,-0.010778592493825003,-0.007297669957172753,-0.006246393121017394
2015-12-01,-0.02484754311706887,-0.0076257953045634555,-0.009640655261103694,-0.013159662464253723,-0.009445261971745323
2016-01-01,-0.04975908826771721,-0.05106499999999999,-0.004415106786673311,-0.010572074528190223,-0.011571131235982132
2016-02-01,0.008281171621503113,-0.0010520150436930781,0.007048404612972489,0.005018877989683676,0.004531737579735014
2016-03-01,0.07215667460081324,0.04930508775758448,0.0647870992548965,0.06964729417804846,0.06617824847267173
2016-04-01,0.015958948650189125,-0.000671973848860458,-0.0030855647549010642,-0.013913365656199696,-0.011715378808253912
2016-05-01,0.008946344204206173,0.014261042053599857,0.015609975018049173,0.02352206903309499,0.021166012466655382
2016-06-01,0.00756797061050313,0.040587381440411796,0.042511686266875605,0.030004066190767297,0.03042399152492234
2016-07-01,0.03357022016557906,0.015998714281190138,0.017129392066973493,0.02771344257540601,0.02493199785967152
2016-08-01,0.0001964249240775073,-0.02127946782047837,-0.021459097931148065,-0.013887246933634212,-0.011453808651969702
2016-09-01,0.0011815236409081435,-0.004048678812745013,0.0004065346061437727,0.006608901439016084,0.0012482051657255922
2016-10-01,-0.02288945520476987,-0.022640180536795274,-0.017540873014273803,-0.009785654266800451,-0.01304361882578534
2016-11-01,0.04717444522148498,0.011014914199574882,0.007261111533548004,-0.009339763901908006,0.0017635746427151636
2016-12-01,0.02128740417416031,0.03107756486651996,0.02708500165071641,0.031195768171561018,0.02325875570143115
2017-01-01,0.01799252932649026,0.014007195746430029,0.01574944573944844,0.02444553932427409,0.02161427585685238
2017-02-01,0.029609332023575633,0.03472613689547094,0.037161737946831475,0.034656525241328125,0.028583056834355882
2017-03-01,0.00173223084643152,0.0015021000680732898,0.004105181920795839,0.010271532675130863,0.007302690099450957
2017-04-01,0.008379248087358961,0.0033796973808023897,0.009591832064489512,0.008720677605604604,0.011079781344543951
2017-05-01,0.006869711006065814,0.017027865273398467,0.019723879887591493,0.025044355497715075,0.017098058870860123
2017-06-01,0.007566802193254709,0.001329277565598332,-0.004552919819864357,-0.008024629881742894,-0.004195971762436002
2017-07-01,0.01717986233448296,0.01814365758086521,0.017632999029394376,0.021478028719092584,0.023418483444228737
2017-08-01,-0.0022399330673504654,0.0017408733301663584,-0.0003310716266098897,0.004996176069335756,0.0022770527025817652
2017-09-01,0.027665701455472775,0.007834385998873554,0.008085042218662339,0.007700486068202816,0.013681701854879687
2017-10-01,0.012303625497684906,0.029668746286492926,0.02636421042331799,0.029912919138797824,0.012182611086050923
2017-11-01,0.03248057823913247,0.027257742048558777,0.03601433426256341,0.026757357594448247,0.030951294247338983
2017-12-01,0.012668756339168731,0.005852388584991773,-0.005508538484588375,0.003455427992137036,0.01044732194879754
2018-01-01,0.04024067033681421,0.06760677785505946,0.026600143353186445,0.03998354004823523,0.036276942076625164
2018-02-01,-0.049230349275014025,-0.02068442602025439,-0.046061431816096364,-0.03478376283700312,-0.04830411580689331
2018-03-01,-0.01546007210428828,-0.032983975896474824,-0.004883016882454037,-0.012028335552954109,-0.012577893543974903
2018-04-01,0.0033064462614053798,-0.007490597053502185,0.003286792718894755,0.007961087546482592,0.014532911302251369
2018-05-01,0.018894783828081307,0.029346264304781555,0.006995368045162304,0.026225566037603388,0.02678286261450942
2018-06-01,0.0140409829965077,-0.011876638294917459,0.02320850020354307,0.010847950040238441,0.010385293385997644
2018-07-01,0.029823636244103672,0.03253649909257289,0.02772034482040815,0.02698637503124897,0.028021748734756963
2018-08-01,0.01982670604736473,0.05495208184392175,0.01944824706066856,0.03800585749992629,0.0448686439894628
2018-09-01,0.002479009369722721,-0.0008724920818357244,-0.0022108864585730094,-0.004259946189564086,-0.0043764881793993075
2018-10-01,-0.06143287620844728,-0.08462311088916623,-0.029134088333734175,-0.04934739097590853,-0.05375983587264479
2018-11-01,0.02685559558373065,0.012028362380908071,0.023406345942914766,0.00708517682045891,0.006995898663620082
2018-12-01,-0.09349277743964292,-0.07681178302827191,-0.08569118420533058,-0.08096380339239488,-0.08096380339239491
